"Date","Year","Month","Time","Hour","Street1","Street2","AtFault","SecondVehicle","Fatalities","Violation","HitRun","County","City","Lighting","RoadSurface","Injured"
"2008-03-05","2008","March","17:22",17,"Spruce St","Rose St","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2008-03-05","2008","March","17:03",17,"Middlefield Rd","Colorado Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2008-03-05","2008","March","15:50",15,"Winfield Bl","Thornwood Dr","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-03-05","2008","March","15:18",15,"Wildwood Av","Sheridan Av","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Piedmont","Daylight","Dry",1
"2008-03-05","2008","March","14:30",14,"Market St","Curil Magnin","Bicyclist","Pedestrian",0,"Pedestrian Right Of Way",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-03-05","2008","March","14:00",14,"Sacramento","Ashby","No_Fault","Bicyclist",0,"Improper Turning",TRUE,"Alameda","Oakland","Daylight","Dry",0
"2008-03-05","2008","March","11:00",11,"Monterey Rd","Light Pole #14n34","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-03-05","2008","March","9:12",9,"Soscol Av","Jackson St","No_Fault","Bicyclist",0,"Wrong Side Of Road",FALSE,"Napa","Napa","","",1
"2008-03-04","2008","March","21:19",21,"Market St","8th St","Other","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2008-03-04","2008","March","16:01",16,"Contra Costa Bl","W Hookston Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Pleasant Hill","Daylight","Dry",1
"2008-03-04","2008","March","15:20",15,"Catalina Av","Fiji Ln","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"Alameda","Alameda","Daylight","Dry",1
"2008-03-04","2008","March","15:00",15,"Commerce Bl","Rohnert Park  Expwy","Auto","Bicyclist",0,"Improper Turning",FALSE,"Sonoma","Rohnert Park","Daylight","Dry",1
"2008-03-04","2008","March","12:10",12,"S 4th St","E San Carlos St","Bicyclist","Auto",0,"Pedestrian Violation",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-03-04","2008","March","10:53",10,"West Winton Av","Southland Pl","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Hayward","Daylight","Dry",1
"2008-03-04","2008","March","9:01",9,"Glentree Dr","Lawrence Expwy","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-03-04","2008","March","9:00",9,"Van Ness Av","Golden Gate Av","Auto","Bicyclist",0,"Traffic Signals And Signs",TRUE,"San Francisco","San Francisco","Daylight","Dry",0
"2008-03-04","2008","March","8:00",8,"Madison St","5th St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2008-03-04","2008","March","7:42",7,"Heppner","Branham Ln","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-03-03","2008","March","20:35",20,"Sand Hill Rd","Lawler Ranch Rd","No_Fault","Bicyclist",0,"Unsafe Speed",FALSE,"San Mateo","San Mateo Sheriff's Code","","",1
"2008-03-03","2008","March","18:50",18,"5th Av","Rt 82","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"San Mateo","San Mateo Sheriff's Code","Dark - Street Lights","Dry",1
"2008-03-03","2008","March","17:59",17,"A St","Rt 185","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Hayward","Dusk - Dawn","Dry",1
"2008-03-03","2008","March","17:02",17,"Soscol Av","Lincoln Av","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Napa","Napa","Daylight","Dry",1
"2008-03-03","2008","March","15:04",15,"Summit Av","Upper Alcatraz Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Marin","Mill Valley","Daylight","Dry",1
"2008-03-03","2008","March","14:55",14,"Stockton St","Francisco St","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-03-03","2008","March","13:20",13,"Redwood Rd","Somerset Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2008-03-03","2008","March","10:19",10,"Fry Wy","Willow Pass Rd","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2008-03-03","2008","March","7:56",7,"California Dr","Lincoln","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","Burlingame","Daylight","Dry",1
"2008-03-03","2008","March","7:39",7,"Benton St","Kiely Bl","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",1
"2008-03-03","2008","March","7:20",7,"1st St","Metro Dr","Auto","Bicyclist",0,"Pedestrian Right Of Way",TRUE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-03-02","2008","March","12:04",12,"16th St","Mission St","Bicyclist","Pedestrian",0,"Traffic Signals And Signs",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-03-02","2008","March","9:55",9,"Central Av","Park St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Alameda","Daylight","Dry",1
"2008-03-02","2008","March","1:15",1,"Laguna St","Marina Bl","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",0
"2008-03-01","2008","March","21:51",21,"Castro","San Pablo","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"Alameda","Albany","Dark - Street Lights","Dry",1
"2008-03-01","2008","March","17:55",17,"Rt 101","Mark West Station Rd","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Sonoma","Sonoma Sheriff's Code","Dusk - Dawn","Dry",0
"2008-03-01","2008","March","16:45",16,"5th St","Channing Wy","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2008-03-01","2008","March","15:07",15,"Ellinwood Dr","Contra Costa Bl","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Pleasant Hill","Daylight","Dry",1
"2008-03-01","2008","March","14:56",14,"De Anza Bl","Prospect Rd","Auto","Bicyclist",0,"Unsafe Lane Change",TRUE,"Santa Clara","Cupertino","Daylight","Dry",1
"2008-03-01","2008","March","14:40",14,"Geneva Av","Rio Verde St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","Daly City","Daylight","Dry",0
"2008-03-01","2008","March","14:02",14,"San Pablo Av","S Vale Rd","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Contra Costa","San Pablo","Daylight","Dry",1
"2008-03-01","2008","March","12:10",12,"Morgan Territory Rd","Manning Rd","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Dry",1
"2008-03-01","2008","March","10:21",10,"Jefferson St","Pueblo Av","Auto","Bicyclist",0,"Traffic Signals And Signs",TRUE,"Napa","Napa","Daylight","Dry",1
"2008-03-01","2008","March","10:02",10,"Russell Wy","Rt 238","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Hayward","Daylight","Dry",1
"2008-03-01","2008","March","8:44",8,"Church St","9111 Church St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Gilroy","Daylight","Dry",1
"2008-02-29","2008","February","19:45",19,"Louis Rd","Elsinore","Solo_Accident","Bicyclist",0,"Other Hazardous Violation",FALSE,"Santa Clara","Palo Alto","Dark - Street Lights","Dry",1
"2008-02-29","2008","February","19:21",19,"Industrial Pkwy West","Whipple Rd","Bicyclist","Auto",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Alameda","Hayward","Dark - Street Lights","Dry",1
"2008-02-29","2008","February","18:24",18,"Rt 238","Kimball Av","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Hayward","Dark - Street Lights","Dry",1
"2008-02-29","2008","February","18:10",18,"Pinehurst Rd","Redwood Rd","No_Fault","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Alameda Sheriff's Code","","",1
"2008-02-29","2008","February","18:07",18,"25th Av","Judah St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Dusk - Dawn","Dry",1
"2008-02-29","2008","February","18:02",18,"Rumrill Bl","Dover Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","San Pablo","Dusk - Dawn","Dry",1
"2008-02-29","2008","February","16:23",16,"Foothill Bl","67th Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2008-02-29","2008","February","16:15",16,"Hilborn Rd","Glenwood Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Solano","Fairfield","Daylight","Dry",1
"2008-02-29","2008","February","15:35",15,"Fillmore St","Waller St","Bicyclist","Auto",0,"Improper Passing",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-29","2008","February","10:45",10,"Reed Av","1st St","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-29","2008","February","8:45",8,"Market St","Octavia St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",2
"2008-02-29","2008","February","7:30",7,"Verdi Ln","Bayou Dr","Auto","Bicyclist",0,"Improper Turning",TRUE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-28","2008","February","23:30",23,"College Av","Russell St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",0
"2008-02-28","2008","February","19:13",19,"Channing Wy","Fulton St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2008-02-28","2008","February","17:34",17,"Monroe St","Nobili Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",1
"2008-02-28","2008","February","14:51",14,"Palm Av","Bedford St","Bicyclist","Auto",0,"Improper Turning",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2008-02-28","2008","February","14:45",14,"Oxford St","Allston Wy","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2008-02-28","2008","February","14:30",14,"Webster St","E 10th St","No_Fault","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2008-02-28","2008","February","14:20",14,"Mount Diablo Bl","Carol Ln","Bicyclist","Auto",0,"Unknown",TRUE,"Contra Costa","Lafayette","Daylight","Dry",0
"2008-02-28","2008","February","14:09",14,"Oxford St","University Av","Other","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2008-02-28","2008","February","7:15",7,"Rt 82","Ponderosa Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","South San Francisco","Daylight","Dry",1
"2008-02-27","2008","February","21:55",21,"Warm Springs Bl","Reliance Wy","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Fremont","Dark - No Street Lights","Dry",1
"2008-02-27","2008","February","20:43",20,"66th St","Sacramento St","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2008-02-27","2008","February","17:32",17,"Warm Springs Bl","Reliance Wy","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2008-02-27","2008","February","17:05",17,"University Av","High St","Bicyclist","Auto",0,"Improper Passing",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2008-02-27","2008","February","16:52",16,"Monument Bl","Detroit Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2008-02-27","2008","February","15:59",15,"Blossom Hill Rd","Snell Av","Auto","Bicyclist",0,"",TRUE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-27","2008","February","14:09",14,"East 4th Av","South Grant St","No_Fault","Bicyclist",0,"",FALSE,"San Mateo","San Mateo","Daylight","Dry",1
"2008-02-27","2008","February","12:42",12,"Los Gatos Bl","Blossom Hill Rd","Bicyclist","Auto",1,"Automobile Right Of Way",FALSE,"Santa Clara","Los Gatos","Daylight","Dry",1
"2008-02-27","2008","February","11:20",11,"San Pablo Av","36th St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2008-02-27","2008","February","10:09",10,"Lacey","Falcato","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Santa Clara","Milpitas","Daylight","Dry",1
"2008-02-27","2008","February","1:05",1,"Rt 580","Main St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Marin","Marin County Sheriff's Code","Dark - Street Lights","Dry",1
"2008-02-26","2008","February","16:38",16,"Madison Av","Iris St","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"San Mateo","Redwood City","Daylight","Dry",1
"2008-02-26","2008","February","15:21",15,"Blossom Hill Rd","Rt 85","No_Fault","Bicyclist",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-26","2008","February","15:14",15,"North California Av","Barbara Dr","Bicyclist","Auto",0,"Improper Turning",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",0
"2008-02-26","2008","February","15:00",15,"Market St","Octavia St","Auto","Bicyclist",0,"Improper Turning",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-26","2008","February","14:51",14,"Santa Maria Dr","Conchita Ct","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Marin","Novato","Daylight","Dry",1
"2008-02-26","2008","February","14:13",14,"2nd St","B St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Hayward","Daylight","Dry",1
"2008-02-26","2008","February","10:22",10,"7th St","Ripley Av","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Contra Costa","Richmond","Daylight","Dry",1
"2008-02-26","2008","February","10:20",10,"Somersville Rd","Delta Fair Bl","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Contra Costa","Antioch","Daylight","Dry",1
"2008-02-26","2008","February","10:14",10,"16th St","Portrero","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-26","2008","February","7:53",7,"Lowell","Cowper St","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2008-02-25","2008","February","17:36",17,"Haight St","Webster","Auto","Bicyclist",0,"Other Hazardous Violation",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-25","2008","February","16:47",16,"Castro St","States St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-25","2008","February","16:00",16,"Fairchild Dr","Whisman Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2008-02-25","2008","February","13:53",13,"Alvin Av","Tully Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-25","2008","February","9:39",9,"Channing Wy","M L King Jr Wy","Bicyclist","Auto",0,"Following Too Closely",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2008-02-25","2008","February","8:45",8,"Industrial","Holly","No_Fault","Bicyclist",0,"",FALSE,"San Mateo","San Carlos","Daylight","Dry",1
"2008-02-24","2008","February","13:30",13,"Church St","Market St","Bicyclist","Auto",0,"Improper Passing",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-23","2008","February","11:17",11,"San Pablo Av","30th St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",0
"2008-02-23","2008","February","11:15",11,"Healdsburg Av","Front St","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Sonoma","Healdsburg","Daylight","Wet",1
"2008-02-23","2008","February","7:45",7,"Pleasanton Sunol Rd","Koopman Rd","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Alameda Sheriff's Code","Daylight","Wet",1
"2008-02-22","2008","February","23:40",23,"Blake St","Milvia St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",0
"2008-02-22","2008","February","19:09",19,"Texas St","Jackson St","Other","Bicyclist",0,"Other Hazardous Violation",FALSE,"Solano","Fairfield","Dark - Street Lights","Dry",1
"2008-02-22","2008","February","18:14",18,"Ofarrell St","Masonic Av","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2008-02-22","2008","February","15:41",15,"18th St","Hattie St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-22","2008","February","15:09",15,"Sierra Rd","Lundy Av","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-22","2008","February","10:16",10,"Market St","7th St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Daylight","Wet",1
"2008-02-21","2008","February","10:10",10,"Post St","Grant Av","Bicyclist","Parked_Auto",0,"Improper Passing",FALSE,"San Francisco","San Francisco","Daylight","Wet",0
"2008-02-21","2008","February","8:06",8,"El Verano","Waverley","Bicyclist","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",2
"2008-02-20","2008","February","23:39",23,"7th Av","Lawton St","No_Fault","Bicyclist",0,"Traffic Signals And Signs",TRUE,"San Francisco","San Francisco","Dark - Street Lights","Dry",0
"2008-02-20","2008","February","18:02",18,"Paseo Padre Pkwy","Isherwood Wy","Bicyclist","Auto",0,"Improper Turning",FALSE,"Alameda","Fremont","Dark - Street Lights","Dry",1
"2008-02-19","2008","February","20:07",20,"Maritime","7th St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Oakland","Dark - Street Lights","Wet",1
"2008-02-19","2008","February","15:06",15,"Stevens Creek Bl","Mary Av","Bicyclist","Auto",0,"Unsafe Lane Change",FALSE,"Santa Clara","Cupertino","Daylight","Dry",1
"2008-02-19","2008","February","13:50",13,"Rt 29","Whitehall Ln","Solo_Accident","Bicyclist",0,"Other Hazardous Violation",FALSE,"Napa","Napa Sheriff's Code","Daylight","Wet",1
"2008-02-19","2008","February","7:59",7,"Shell Bl","Bounty Dr","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","Foster City","Daylight","Dry",1
"2008-02-18","2008","February","17:20",17,"Great Mall Pkwy","Thompson Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Milpitas","Daylight","Dry",1
"2008-02-18","2008","February","14:25",14,"Bailey Rd","Canal Rd","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2008-02-18","2008","February","12:45",12,"Graton Rd","Harrison Grade Rd","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2008-02-18","2008","February","8:55",8,"Jacklin Rd","Jacklin Ct","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Milpitas","Daylight","Dry",1
"2008-02-18","2008","February","7:42",7,"E Campbell Av","Poplar","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Campbell","Daylight","Dry",1
"2008-02-17","2008","February","18:22",18,"Blossom Hill Rd","Winfield","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2008-02-17","2008","February","17:06",17,"Santa Clara Av","Chestnut St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Alameda","Dusk - Dawn","Dry",0
"2008-02-17","2008","February","15:07",15,"Foothill Bl","Cole St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2008-02-17","2008","February","13:33",13,"Hill Rd","Del Mar Av","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Marin","Novato","Daylight","Dry",1
"2008-02-17","2008","February","13:30",13,"Shattuck Av","52nd St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2008-02-17","2008","February","13:15",13,"Pullman Av","Solano Dr","No_Fault","Bicyclist",0,"Unknown",TRUE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2008-02-17","2008","February","11:30",11,"West Macarthur Bl","West St","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2008-02-16","2008","February","21:34",21,"Solano Av","Stannage Av","Bicyclist","Auto",0,"Improper Passing",FALSE,"Alameda","Albany","Dark - Street Lights","Dry",1
"2008-02-16","2008","February","20:55",20,"Alum Rock","Rt 101","Auto","Bicyclist",0,"Improper Passing",TRUE,"Santa Clara","San Jose","Dark - Street Lights","Dry",1
"2008-02-16","2008","February","15:13",15,"Railroad Av","Linda Mesa","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Contra Costa","Danville","Daylight","Dry",1
"2008-02-16","2008","February","14:35",14,"Rt 35","Rt 84","Bicyclist","Auto",0,"Improper Turning",FALSE,"San Mateo","San Mateo Sheriff's Code","Daylight","Dry",2
"2008-02-16","2008","February","12:05",12,"Alexander Av","Rt 84","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","Redwood City","Daylight","Dry",1
"2008-02-16","2008","February","10:49",10,"Meadowridge Dr","Meadowood Ln","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2008-02-16","2008","February","10:44",10,"Huntwood Av","West Tennyson Rd","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Hayward","Daylight","Dry",1
"2008-02-16","2008","February","10:00",10,"Sand Hill Rd","Lawler Ranch Rd","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"San Mateo","San Mateo Sheriff's Code","Daylight","Dry",1
"2008-02-15","2008","February","19:41",19,"Martin Luther King Jr Wy","25th St","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Alameda","Oakland","Dark - Street Lights","Dry",1
"2008-02-15","2008","February","17:25",17,"Union Av","Camden Av","Bicyclist","Auto",0,"",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-15","2008","February","16:48",16,"Allston Wy","Shattuck Av","Parked_Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2008-02-15","2008","February","16:40",16,"Mary Av","Fremont Av","No_Fault","Bicyclist",0,"",FALSE,"Santa Clara","Sunnyvale","Daylight","Dry",1
"2008-02-15","2008","February","15:49",15,"Pope St","College Av","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Napa","Saint Helena","Daylight","Dry",0
"2008-02-15","2008","February","14:13",14,"E Acme St","2nd St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Oakley","Daylight","Dry",1
"2008-02-15","2008","February","11:31",11,"Valpey Park Av","Grimmer Bl","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2008-02-15","2008","February","11:14",11,"Monterey Rd 7411","Monterey Rd","Bicyclist","Pedestrian",0,"Wrong Side Of Road",FALSE,"Santa Clara","Gilroy","Daylight","Dry",1
"2008-02-15","2008","February","8:40",8,"Greenfield Av","Ross Valley Dr","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Marin","San Raphael","Daylight","Dry",1
"2008-02-15","2008","February","8:35",8,"Bettencourt St","Aspen Pl","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Newark","Daylight","Dry",1
"2008-02-15","2008","February","8:33",8,"Paradise Dr","Upland Cir","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Marin","Corte Madera","Daylight","Dry",1
"2008-02-15","2008","February","7:45",7,"Alum Rock Av","Monte Verano Ct","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-15","2008","February","7:42",7,"Arastradero Rd","Foothill Expwy","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2008-02-15","2008","February","1:44",1,"Stanyan St","Beulah St","Bicyclist","Auto",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2008-02-14","2008","February","23:22",23,"International","88th Av","Auto","Bicyclist",0,"Traffic Signals And Signs",TRUE,"Alameda","Oakland","Dark - Street Lights","Dry",1
"2008-02-14","2008","February","20:30",20,"Guerrero St","16th St","Bicyclist","Auto",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",0
"2008-02-14","2008","February","18:05",18,"Leigh Av","Mcbain Av","Bicyclist","Auto",0,"Unsafe Lane Change",FALSE,"Santa Clara","Campbell","Dark - Street Lights","Dry",1
"2008-02-14","2008","February","17:40",17,"Kezar Dr","John F Kennedy Dr","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Dusk - Dawn","Dry",2
"2008-02-14","2008","February","16:47",16,"Hearst Av","California St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Berkely","Dusk - Dawn","Dry",1
"2008-02-14","2008","February","16:22",16,"Coleman Av","Seymour St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2008-02-14","2008","February","13:30",13,"Los Ranchitos Rd","Constance Dr","Auto","Bicyclist",0,"Improper Turning",FALSE,"Marin","San Raphael","Daylight","Dry",1
"2008-02-14","2008","February","10:31",10,"Moffett Bl","Rt 85","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2008-02-13","2008","February","17:24",17,"Valencia St","17th St","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2008-02-13","2008","February","16:42",16,"Lockwood Ln","Maureen Ln","Bicyclist","Bicyclist",0,"Wrong Side Of Road",FALSE,"Contra Costa","Pleasant Hill","Daylight","Dry",1
"2008-02-13","2008","February","15:54",15,"Clay St","Jefferson St","No_Fault","Bicyclist",0,"",TRUE,"Napa","Napa","Daylight","Dry",1
"2008-02-13","2008","February","13:13",13,"Detroit Av","Vista Del Monte","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2008-02-13","2008","February","12:34",12,"Berryessa Rd","Morrill Av","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
